EventTime,UserID,EventName,EventSource,AWSRegion,Region,SourceIPAddress,MFA_Used,Resource,EventDetail,ComplianceLabel,RawLog
2026-03-26T18:59:52.724551+00:00,user-036,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,172.16.52.174,True,IAM User,User logged in with MFA,Compliant,2026-03-26T18:59:52.724551+00:00 signin.amazonaws.com ConsoleLogin by user-036 in us-west-2; MFA=True; User logged in with MFA
2026-03-29T20:41:59.724551+00:00,user-015,CreateAccessKey,iam.amazonaws.com,us-east-1,us-east-1,54.240.185.132,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-03-29T20:41:59.724551+00:00 iam.amazonaws.com CreateAccessKey by user-015 in us-east-1; MFA=False; Long-lived IAM access key created without approval
2026-03-24T14:36:50.724551+00:00,user-065,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,3.91.154.118,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-24T14:36:50.724551+00:00 kms.amazonaws.com DisableKey by user-065 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-28T22:57:45.724551+00:00,user-008,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,54.240.55.126,True,IAM User,User logged in with MFA,Compliant,2026-03-28T22:57:45.724551+00:00 signin.amazonaws.com ConsoleLogin by user-008 in ap-south-1; MFA=True; User logged in with MFA
2026-03-27T23:48:17.724551+00:00,user-010,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,3.91.75.17,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-27T23:48:17.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-010 in us-east-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-29T14:08:14.724551+00:00,user-049,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,3.91.220.26,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-29T14:08:14.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-049 in eu-west-1; MFA=True; Security group updated with restricted source CIDR
2026-03-29T07:15:00.724551+00:00,user-071,CreateBucket,s3.amazonaws.com,us-west-2,us-west-2,54.240.116.106,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-03-29T07:15:00.724551+00:00 s3.amazonaws.com CreateBucket by user-071 in us-west-2; MFA=False; Public S3 bucket created
2026-03-25T05:40:43.724551+00:00,user-052,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,192.168.218.81,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-25T05:40:43.724551+00:00 kms.amazonaws.com DisableKey by user-052 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-24T21:32:13.724551+00:00,user-020,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,10.0.43.24,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-24T21:32:13.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-020 in ap-south-1; MFA=True; Security group updated with restricted source CIDR
2026-03-30T21:33:25.724551+00:00,user-017,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,3.91.168.172,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-30T21:33:25.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-017 in us-east-1; MFA=True; Security group updated with restricted source CIDR
2026-03-27T13:45:40.724551+00:00,user-055,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,3.91.159.91,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-27T13:45:40.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-055 in us-east-1; MFA=True; Security group updated with restricted source CIDR
2026-03-26T19:17:56.724551+00:00,user-020,PutBucketPublicAccessBlock,s3.amazonaws.com,ap-south-1,ap-south-1,10.0.179.217,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-26T19:17:56.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-020 in ap-south-1; MFA=True; S3 public access block enabled
2026-03-29T06:58:15.724551+00:00,user-036,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,3.91.13.156,True,IAM User,User logged in with MFA,Compliant,2026-03-29T06:58:15.724551+00:00 signin.amazonaws.com ConsoleLogin by user-036 in us-west-2; MFA=True; User logged in with MFA
2026-03-27T09:34:43.724551+00:00,user-004,PutBucketAcl,s3.amazonaws.com,us-west-2,us-west-2,192.168.173.90,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-27T09:34:43.724551+00:00 s3.amazonaws.com PutBucketAcl by user-004 in us-west-2; MFA=False; Bucket ACL set to public-read
2026-03-24T22:15:04.724551+00:00,user-073,PutBucketPublicAccessBlock,s3.amazonaws.com,ap-south-1,ap-south-1,172.16.15.24,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-24T22:15:04.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-073 in ap-south-1; MFA=True; S3 public access block enabled
2026-03-29T14:07:01.724551+00:00,root,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,192.168.80.95,False,Root Account,Root login without MFA,Non-Compliant,2026-03-29T14:07:01.724551+00:00 signin.amazonaws.com ConsoleLogin by root in ap-south-1; MFA=False; Root login without MFA
2026-03-24T17:18:23.724551+00:00,user-073,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,172.16.80.194,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-24T17:18:23.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-073 in us-east-1; MFA=True; Security group updated with restricted source CIDR
2026-03-29T05:29:10.724551+00:00,user-035,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,54.240.226.107,True,IAM User,User logged in with MFA,Compliant,2026-03-29T05:29:10.724551+00:00 signin.amazonaws.com ConsoleLogin by user-035 in ap-south-1; MFA=True; User logged in with MFA
2026-03-25T10:16:55.724551+00:00,user-045,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,192.168.249.135,True,IAM User,User logged in with MFA,Compliant,2026-03-25T10:16:55.724551+00:00 signin.amazonaws.com ConsoleLogin by user-045 in ap-south-1; MFA=True; User logged in with MFA
2026-03-24T17:56:22.724551+00:00,user-029,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,10.0.104.78,True,IAM User,User logged in with MFA,Compliant,2026-03-24T17:56:22.724551+00:00 signin.amazonaws.com ConsoleLogin by user-029 in ap-south-1; MFA=True; User logged in with MFA
2026-03-28T01:33:20.724551+00:00,root,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,10.0.3.128,False,Root Account,Root login without MFA,Non-Compliant,2026-03-28T01:33:20.724551+00:00 signin.amazonaws.com ConsoleLogin by root in eu-west-1; MFA=False; Root login without MFA
2026-03-30T13:06:32.724551+00:00,root,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,172.16.181.19,False,Root Account,Root login without MFA,Non-Compliant,2026-03-30T13:06:32.724551+00:00 signin.amazonaws.com ConsoleLogin by root in ap-south-1; MFA=False; Root login without MFA
2026-03-29T15:53:46.724551+00:00,user-056,ConsoleLogin,signin.amazonaws.com,us-east-1,us-east-1,10.0.160.148,True,IAM User,User logged in with MFA,Compliant,2026-03-29T15:53:46.724551+00:00 signin.amazonaws.com ConsoleLogin by user-056 in us-east-1; MFA=True; User logged in with MFA
2026-03-25T11:31:47.724551+00:00,user-054,DisableKey,kms.amazonaws.com,eu-west-1,eu-west-1,54.240.10.248,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-25T11:31:47.724551+00:00 kms.amazonaws.com DisableKey by user-054 in eu-west-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-29T09:11:04.724551+00:00,user-047,DisableKey,kms.amazonaws.com,us-east-1,us-east-1,10.0.124.112,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-29T09:11:04.724551+00:00 kms.amazonaws.com DisableKey by user-047 in us-east-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-28T04:52:24.724551+00:00,user-051,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,172.16.170.200,True,IAM User,User logged in with MFA,Compliant,2026-03-28T04:52:24.724551+00:00 signin.amazonaws.com ConsoleLogin by user-051 in eu-west-1; MFA=True; User logged in with MFA
2026-03-28T07:44:45.724551+00:00,user-068,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,192.168.75.61,True,IAM User,User logged in with MFA,Compliant,2026-03-28T07:44:45.724551+00:00 signin.amazonaws.com ConsoleLogin by user-068 in us-west-2; MFA=True; User logged in with MFA
2026-03-25T22:30:34.724551+00:00,user-026,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,10.0.90.244,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-25T22:30:34.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-026 in us-west-2; MFA=True; Security group updated with restricted source CIDR
2026-03-30T22:24:11.724551+00:00,user-060,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,3.91.165.222,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-30T22:24:11.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-060 in ap-south-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-24T21:52:22.724551+00:00,user-020,PutBucketAcl,s3.amazonaws.com,ap-south-1,ap-south-1,54.240.226.162,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-24T21:52:22.724551+00:00 s3.amazonaws.com PutBucketAcl by user-020 in ap-south-1; MFA=False; Bucket ACL set to public-read
2026-03-30T05:45:20.724551+00:00,user-008,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,10.0.158.119,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-30T05:45:20.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-008 in eu-west-1; MFA=True; Security group updated with restricted source CIDR
2026-03-25T00:19:57.724551+00:00,user-048,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,10.0.196.119,True,IAM User,User logged in with MFA,Compliant,2026-03-25T00:19:57.724551+00:00 signin.amazonaws.com ConsoleLogin by user-048 in eu-west-1; MFA=True; User logged in with MFA
2026-03-27T23:38:04.724551+00:00,user-058,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,3.91.243.129,True,IAM User,User logged in with MFA,Compliant,2026-03-27T23:38:04.724551+00:00 signin.amazonaws.com ConsoleLogin by user-058 in us-west-2; MFA=True; User logged in with MFA
2026-03-28T06:00:59.724551+00:00,user-058,ConsoleLogin,signin.amazonaws.com,us-east-1,us-east-1,10.0.88.11,True,IAM User,User logged in with MFA,Compliant,2026-03-28T06:00:59.724551+00:00 signin.amazonaws.com ConsoleLogin by user-058 in us-east-1; MFA=True; User logged in with MFA
2026-03-28T11:58:33.724551+00:00,user-057,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,192.168.144.100,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-28T11:58:33.724551+00:00 kms.amazonaws.com DisableKey by user-057 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-24T21:10:52.724551+00:00,user-007,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,192.168.48.143,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-24T21:10:52.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-007 in eu-west-1; MFA=True; Security group updated with restricted source CIDR
2026-03-28T03:04:54.724551+00:00,user-033,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,10.0.72.235,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-28T03:04:54.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-033 in us-west-2; MFA=True; Security group updated with restricted source CIDR
2026-03-27T20:09:19.724551+00:00,user-017,DisableKey,kms.amazonaws.com,us-east-1,us-east-1,3.91.192.165,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-27T20:09:19.724551+00:00 kms.amazonaws.com DisableKey by user-017 in us-east-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-29T05:18:32.724551+00:00,root,ConsoleLogin,signin.amazonaws.com,us-east-1,us-east-1,3.91.185.5,False,Root Account,Root login without MFA,Non-Compliant,2026-03-29T05:18:32.724551+00:00 signin.amazonaws.com ConsoleLogin by root in us-east-1; MFA=False; Root login without MFA
2026-03-29T23:37:11.724551+00:00,user-028,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,172.16.115.36,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-29T23:37:11.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-028 in eu-west-1; MFA=True; S3 public access block enabled
2026-03-28T04:04:22.724551+00:00,user-013,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,3.91.67.153,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-28T04:04:22.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-013 in us-east-1; MFA=True; Security group updated with restricted source CIDR
2026-03-29T09:27:52.724551+00:00,user-024,PutBucketPublicAccessBlock,s3.amazonaws.com,us-west-2,us-west-2,10.0.210.94,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-29T09:27:52.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-024 in us-west-2; MFA=True; S3 public access block enabled
2026-03-29T12:44:34.724551+00:00,user-057,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,172.16.122.80,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-29T12:44:34.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-057 in eu-west-1; MFA=True; S3 public access block enabled
2026-03-31T00:07:47.724551+00:00,user-025,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,54.240.236.197,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-31T00:07:47.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-025 in eu-west-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-26T01:11:09.724551+00:00,user-065,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,172.16.70.224,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-26T01:11:09.724551+00:00 kms.amazonaws.com DisableKey by user-065 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-30T08:15:09.724551+00:00,user-048,DisableKey,kms.amazonaws.com,us-east-1,us-east-1,10.0.145.22,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-30T08:15:09.724551+00:00 kms.amazonaws.com DisableKey by user-048 in us-east-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-29T09:24:22.724551+00:00,user-058,PutBucketAcl,s3.amazonaws.com,us-west-2,us-west-2,10.0.113.210,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-29T09:24:22.724551+00:00 s3.amazonaws.com PutBucketAcl by user-058 in us-west-2; MFA=False; Bucket ACL set to public-read
2026-03-24T17:29:42.724551+00:00,user-004,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,54.240.191.61,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-24T17:29:42.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-004 in ap-south-1; MFA=True; Security group updated with restricted source CIDR
2026-03-24T10:11:35.724551+00:00,user-048,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,192.168.50.215,True,IAM User,User logged in with MFA,Compliant,2026-03-24T10:11:35.724551+00:00 signin.amazonaws.com ConsoleLogin by user-048 in us-west-2; MFA=True; User logged in with MFA
2026-03-24T13:08:22.724551+00:00,user-019,PutBucketAcl,s3.amazonaws.com,us-west-2,us-west-2,192.168.241.179,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-24T13:08:22.724551+00:00 s3.amazonaws.com PutBucketAcl by user-019 in us-west-2; MFA=False; Bucket ACL set to public-read
2026-03-25T01:03:33.724551+00:00,user-058,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,10.0.131.56,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-25T01:03:33.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-058 in us-east-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-25T10:22:06.724551+00:00,user-068,CreateAccessKey,iam.amazonaws.com,ap-south-1,ap-south-1,192.168.121.78,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-03-25T10:22:06.724551+00:00 iam.amazonaws.com CreateAccessKey by user-068 in ap-south-1; MFA=False; Long-lived IAM access key created without approval
2026-03-24T20:16:37.724551+00:00,user-054,PutBucketPublicAccessBlock,s3.amazonaws.com,ap-south-1,ap-south-1,10.0.255.153,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-24T20:16:37.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-054 in ap-south-1; MFA=True; S3 public access block enabled
2026-03-29T07:00:28.724551+00:00,user-019,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,10.0.180.62,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-29T07:00:28.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-019 in eu-west-1; MFA=True; S3 public access block enabled
2026-03-24T21:41:45.724551+00:00,user-011,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,3.91.10.100,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-24T21:41:45.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-011 in eu-west-1; MFA=True; S3 public access block enabled
2026-03-27T03:51:50.724551+00:00,user-050,CreateBucket,s3.amazonaws.com,eu-west-1,eu-west-1,10.0.182.202,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-03-27T03:51:50.724551+00:00 s3.amazonaws.com CreateBucket by user-050 in eu-west-1; MFA=False; Public S3 bucket created
2026-03-25T16:50:29.724551+00:00,user-014,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,10.0.180.140,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-25T16:50:29.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-014 in eu-west-1; MFA=True; S3 public access block enabled
2026-03-26T07:04:31.724551+00:00,user-060,PutBucketPublicAccessBlock,s3.amazonaws.com,ap-south-1,ap-south-1,172.16.32.184,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-26T07:04:31.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-060 in ap-south-1; MFA=True; S3 public access block enabled
2026-03-26T12:42:02.724551+00:00,user-005,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,10.0.102.227,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-26T12:42:02.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-005 in eu-west-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-30T16:09:07.724551+00:00,user-066,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,54.240.129.10,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-30T16:09:07.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-066 in ap-south-1; MFA=True; Security group updated with restricted source CIDR
2026-03-24T15:54:25.724551+00:00,root,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,192.168.139.32,False,Root Account,Root login without MFA,Non-Compliant,2026-03-24T15:54:25.724551+00:00 signin.amazonaws.com ConsoleLogin by root in eu-west-1; MFA=False; Root login without MFA
2026-03-28T18:36:05.724551+00:00,user-052,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,192.168.95.128,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-28T18:36:05.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-052 in ap-south-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-25T02:02:43.724551+00:00,user-067,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,54.240.40.111,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-25T02:02:43.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-067 in eu-west-1; MFA=True; Security group updated with restricted source CIDR
2026-03-27T23:32:33.724551+00:00,user-070,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,10.0.40.84,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-27T23:32:33.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-070 in eu-west-1; MFA=True; S3 public access block enabled
2026-03-26T02:31:18.724551+00:00,user-058,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,54.240.179.115,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-26T02:31:18.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-058 in ap-south-1; MFA=True; Security group updated with restricted source CIDR
2026-03-24T18:41:23.724551+00:00,user-056,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,10.0.207.94,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-24T18:41:23.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-056 in eu-west-1; MFA=True; Security group updated with restricted source CIDR
2026-03-29T09:36:36.724551+00:00,user-004,PutBucketPublicAccessBlock,s3.amazonaws.com,us-west-2,us-west-2,10.0.64.18,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-29T09:36:36.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-004 in us-west-2; MFA=True; S3 public access block enabled
2026-03-30T23:12:18.724551+00:00,user-047,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,10.0.78.174,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-30T23:12:18.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-047 in ap-south-1; MFA=True; Security group updated with restricted source CIDR
2026-03-25T00:22:39.724551+00:00,user-048,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,3.91.70.136,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-25T00:22:39.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-048 in ap-south-1; MFA=True; Security group updated with restricted source CIDR
2026-03-25T11:01:38.724551+00:00,user-036,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,10.0.95.128,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-25T11:01:38.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-036 in us-west-2; MFA=True; Security group updated with restricted source CIDR
2026-03-29T11:58:10.724551+00:00,user-034,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,172.16.146.178,True,IAM User,User logged in with MFA,Compliant,2026-03-29T11:58:10.724551+00:00 signin.amazonaws.com ConsoleLogin by user-034 in eu-west-1; MFA=True; User logged in with MFA
2026-03-25T17:31:00.724551+00:00,user-026,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,10.0.231.45,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-25T17:31:00.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-026 in us-east-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-28T07:10:40.724551+00:00,user-012,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,10.0.148.229,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-28T07:10:40.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-012 in eu-west-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-30T06:10:08.724551+00:00,user-023,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,172.16.62.253,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-30T06:10:08.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-023 in eu-west-1; MFA=True; S3 public access block enabled
2026-03-24T09:38:19.724551+00:00,user-031,PutBucketPublicAccessBlock,s3.amazonaws.com,ap-south-1,ap-south-1,192.168.188.120,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-24T09:38:19.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-031 in ap-south-1; MFA=True; S3 public access block enabled
2026-03-24T21:08:00.724551+00:00,user-017,CreateAccessKey,iam.amazonaws.com,us-east-1,us-east-1,192.168.203.184,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-03-24T21:08:00.724551+00:00 iam.amazonaws.com CreateAccessKey by user-017 in us-east-1; MFA=False; Long-lived IAM access key created without approval
2026-03-31T01:26:05.724551+00:00,user-053,CreateAccessKey,iam.amazonaws.com,ap-south-1,ap-south-1,10.0.64.249,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-03-31T01:26:05.724551+00:00 iam.amazonaws.com CreateAccessKey by user-053 in ap-south-1; MFA=False; Long-lived IAM access key created without approval
2026-03-30T08:40:30.724551+00:00,user-058,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,192.168.65.225,True,IAM User,User logged in with MFA,Compliant,2026-03-30T08:40:30.724551+00:00 signin.amazonaws.com ConsoleLogin by user-058 in ap-south-1; MFA=True; User logged in with MFA
2026-03-29T07:59:32.724551+00:00,user-024,CreateAccessKey,iam.amazonaws.com,us-west-2,us-west-2,3.91.28.213,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-03-29T07:59:32.724551+00:00 iam.amazonaws.com CreateAccessKey by user-024 in us-west-2; MFA=False; Long-lived IAM access key created without approval
2026-03-26T01:09:33.724551+00:00,user-039,PutBucketPublicAccessBlock,s3.amazonaws.com,us-west-2,us-west-2,192.168.115.89,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-26T01:09:33.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-039 in us-west-2; MFA=True; S3 public access block enabled
2026-03-27T02:58:37.724551+00:00,user-037,CreateAccessKey,iam.amazonaws.com,us-east-1,us-east-1,172.16.140.33,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-03-27T02:58:37.724551+00:00 iam.amazonaws.com CreateAccessKey by user-037 in us-east-1; MFA=False; Long-lived IAM access key created without approval
2026-03-25T22:53:43.724551+00:00,user-065,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,172.16.172.216,True,IAM User,User logged in with MFA,Compliant,2026-03-25T22:53:43.724551+00:00 signin.amazonaws.com ConsoleLogin by user-065 in us-west-2; MFA=True; User logged in with MFA
