EventTime,UserID,EventName,EventSource,AWSRegion,Region,SourceIPAddress,MFA_Used,Resource,EventDetail,ComplianceLabel,RawLog,Anomaly Score,DriftFlag,DriftReason,RemediationStep
2026-03-29T18:36:48.138790+00:00,user-037,CreateAccessKey,iam.amazonaws.com,us-east-1,us-east-1,172.16.140.33,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-03-29T18:36:48.138790+00:00 iam.amazonaws.com CreateAccessKey by user-037 in us-east-1; MFA=False; Long-lived IAM access key created without approval,-0.3594029147188586,Normal,MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-28T14:31:54.138790+00:00,user-065,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,172.16.172.216,True,IAM User,User logged in with MFA,Compliant,2026-03-28T14:31:54.138790+00:00 signin.amazonaws.com ConsoleLogin by user-065 in us-west-2; MFA=True; User logged in with MFA,-0.33547408790971145,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-27T06:51:40.138790+00:00,user-004,CreateBucket,s3.amazonaws.com,us-east-1,us-east-1,3.91.135.167,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-03-27T06:51:40.138790+00:00 s3.amazonaws.com CreateBucket by user-004 in us-east-1; MFA=False; Public S3 bucket created,-0.35983130483111725,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-04-02T08:31:49.138790+00:00,user-004,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,192.168.154.124,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-04-02T08:31:49.138790+00:00 kms.amazonaws.com DisableKey by user-004 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.34358302726693113,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-27T14:52:27.138790+00:00,user-039,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,10.0.80.113,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-27T14:52:27.138790+00:00 kms.amazonaws.com DisableKey by user-039 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.34858530417271993,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-28T11:27:57.138790+00:00,user-027,DisableKey,kms.amazonaws.com,eu-west-1,eu-west-1,192.168.163.188,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-28T11:27:57.138790+00:00 kms.amazonaws.com DisableKey by user-027 in eu-west-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.3520924980811559,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-31T05:32:49.138790+00:00,user-052,PutBucketAcl,s3.amazonaws.com,us-west-2,us-west-2,3.91.54.82,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-31T05:32:49.138790+00:00 s3.amazonaws.com PutBucketAcl by user-052 in us-west-2; MFA=False; Bucket ACL set to public-read,-0.3539614660491006,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-29T17:49:51.138790+00:00,user-035,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,172.16.49.13,True,IAM User,User logged in with MFA,Compliant,2026-03-29T17:49:51.138790+00:00 signin.amazonaws.com ConsoleLogin by user-035 in ap-south-1; MFA=True; User logged in with MFA,-0.3281401975608439,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-28T16:08:07.138790+00:00,user-054,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,192.168.160.49,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-28T16:08:07.138790+00:00 kms.amazonaws.com DisableKey by user-054 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.345792865501007,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-01T18:53:37.138790+00:00,user-066,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,192.168.254.6,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-04-01T18:53:37.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-066 in ap-south-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22,-0.34171459501920304,Normal,MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-29T15:44:12.138790+00:00,user-065,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,172.16.180.13,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-29T15:44:12.138790+00:00 kms.amazonaws.com DisableKey by user-065 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.34238127043219685,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-02T05:56:31.138790+00:00,user-061,DisableKey,kms.amazonaws.com,eu-west-1,eu-west-1,10.0.55.111,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-04-02T05:56:31.138790+00:00 kms.amazonaws.com DisableKey by user-061 in eu-west-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.3445321473062703,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-31T04:12:23.138790+00:00,user-047,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,10.0.205.14,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-31T04:12:23.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-047 in ap-south-1; MFA=True; Security group updated with restricted source CIDR,-0.3417932024624765,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-27T15:02:13.138790+00:00,user-047,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,54.240.230.196,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-27T15:02:13.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-047 in eu-west-1; MFA=True; S3 public access block enabled,-0.3478195568733295,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-03-31T12:21:07.138790+00:00,user-017,ConsoleLogin,signin.amazonaws.com,us-east-1,us-east-1,192.168.173.143,True,IAM User,User logged in with MFA,Compliant,2026-03-31T12:21:07.138790+00:00 signin.amazonaws.com ConsoleLogin by user-017 in us-east-1; MFA=True; User logged in with MFA,-0.34583550997929735,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-01T19:16:39.138790+00:00,root,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,10.0.23.10,False,Root Account,Root login without MFA,Non-Compliant,2026-04-01T19:16:39.138790+00:00 signin.amazonaws.com ConsoleLogin by root in ap-south-1; MFA=False; Root login without MFA,-0.34889078216918024,Normal,event performed by root account; MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-28T13:00:05.138790+00:00,user-061,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,3.91.71.84,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-28T13:00:05.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-061 in ap-south-1; MFA=True; Security group updated with restricted source CIDR,-0.33241483820208134,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-30T08:46:39.138790+00:00,user-021,PutBucketAcl,s3.amazonaws.com,ap-south-1,ap-south-1,3.91.172.130,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-30T08:46:39.138790+00:00 s3.amazonaws.com PutBucketAcl by user-021 in ap-south-1; MFA=False; Bucket ACL set to public-read,-0.3447592470997987,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-04-01T11:56:30.138790+00:00,user-063,CreateAccessKey,iam.amazonaws.com,eu-west-1,eu-west-1,10.0.188.85,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-04-01T11:56:30.138790+00:00 iam.amazonaws.com CreateAccessKey by user-063 in eu-west-1; MFA=False; Long-lived IAM access key created without approval,-0.35887652721540303,Normal,MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-27T01:22:51.138790+00:00,root,DisableKey,kms.amazonaws.com,eu-west-1,eu-west-1,3.91.242.68,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-27T01:22:51.138790+00:00 kms.amazonaws.com DisableKey by root in eu-west-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.3410095707530495,Normal,event performed by root account,Disable root access keys and restrict root account usage to break-glass scenarios.
2026-03-27T08:34:39.138790+00:00,user-074,CreateAccessKey,iam.amazonaws.com,us-west-2,us-west-2,3.91.245.44,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-03-27T08:34:39.138790+00:00 iam.amazonaws.com CreateAccessKey by user-074 in us-west-2; MFA=False; Long-lived IAM access key created without approval,-0.35539053829117684,Normal,MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-27T02:48:54.138790+00:00,user-019,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,3.91.56.49,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-27T02:48:54.138790+00:00 kms.amazonaws.com DisableKey by user-019 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.3585983884638176,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-31T17:54:10.138790+00:00,user-054,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,172.16.210.129,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-31T17:54:10.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-054 in us-west-2; MFA=True; Security group updated with restricted source CIDR,-0.34440470415976215,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-02T00:41:48.138790+00:00,user-008,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,172.16.166.170,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-04-02T00:41:48.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-008 in us-west-2; MFA=False; Security group opened to 0.0.0.0/0 on port 22,-0.3482434310230181,Normal,MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-04-01T07:30:22.138790+00:00,user-041,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,3.91.175.140,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-04-01T07:30:22.138790+00:00 kms.amazonaws.com DisableKey by user-041 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.3490959966108598,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-29T17:25:24.138790+00:00,user-062,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,192.168.152.58,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-29T17:25:24.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-062 in us-west-2; MFA=True; Security group updated with restricted source CIDR,-0.3348033793117181,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-01T16:03:06.138790+00:00,user-037,PutBucketAcl,s3.amazonaws.com,us-west-2,us-west-2,192.168.245.90,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-04-01T16:03:06.138790+00:00 s3.amazonaws.com PutBucketAcl by user-037 in us-west-2; MFA=False; Bucket ACL set to public-read,-0.35288688877636126,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-04-02T16:39:24.138790+00:00,user-037,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,3.91.194.230,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-04-02T16:39:24.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-037 in us-east-1; MFA=True; Security group updated with restricted source CIDR,-0.3391140096441544,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-27T05:52:19.138790+00:00,user-019,PutBucketAcl,s3.amazonaws.com,eu-west-1,eu-west-1,192.168.40.89,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-27T05:52:19.138790+00:00 s3.amazonaws.com PutBucketAcl by user-019 in eu-west-1; MFA=False; Bucket ACL set to public-read,-0.367775089730715,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-29T04:28:33.138790+00:00,user-062,PutBucketAcl,s3.amazonaws.com,us-west-2,us-west-2,3.91.138.239,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-29T04:28:33.138790+00:00 s3.amazonaws.com PutBucketAcl by user-062 in us-west-2; MFA=False; Bucket ACL set to public-read,-0.34704111951479977,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-29T15:18:55.138790+00:00,user-018,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,172.16.25.172,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-29T15:18:55.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-018 in us-east-1; MFA=True; Security group updated with restricted source CIDR,-0.33788659253010916,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-27T22:48:15.138790+00:00,root,ConsoleLogin,signin.amazonaws.com,us-east-1,us-east-1,54.240.169.184,False,Root Account,Root login without MFA,Non-Compliant,2026-03-27T22:48:15.138790+00:00 signin.amazonaws.com ConsoleLogin by root in us-east-1; MFA=False; Root login without MFA,-0.3557220756418589,Normal,event performed by root account; MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-31T16:08:23.138790+00:00,user-001,PutBucketPublicAccessBlock,s3.amazonaws.com,us-west-2,us-west-2,54.240.244.167,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-31T16:08:23.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-001 in us-west-2; MFA=True; S3 public access block enabled,-0.3467165275132955,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-03-27T10:51:06.138790+00:00,user-042,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,10.0.118.137,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-27T10:51:06.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-042 in eu-west-1; MFA=True; Security group updated with restricted source CIDR,-0.34107713930440714,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-28T20:49:17.138790+00:00,user-023,CreateBucket,s3.amazonaws.com,ap-south-1,ap-south-1,10.0.203.202,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-03-28T20:49:17.138790+00:00 s3.amazonaws.com CreateBucket by user-023 in ap-south-1; MFA=False; Public S3 bucket created,-0.35433730091954563,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-30T08:31:56.138790+00:00,user-005,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,3.91.54.238,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-30T08:31:56.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-005 in us-east-1; MFA=True; Security group updated with restricted source CIDR,-0.33860283374621425,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-28T08:42:28.138790+00:00,user-059,PutBucketAcl,s3.amazonaws.com,ap-south-1,ap-south-1,3.91.239.70,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-28T08:42:28.138790+00:00 s3.amazonaws.com PutBucketAcl by user-059 in ap-south-1; MFA=False; Bucket ACL set to public-read,-0.3448306624839512,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-04-01T07:17:16.138790+00:00,user-043,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,192.168.95.4,True,IAM User,User logged in with MFA,Compliant,2026-04-01T07:17:16.138790+00:00 signin.amazonaws.com ConsoleLogin by user-043 in us-west-2; MFA=True; User logged in with MFA,-0.3474145091481461,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-28T20:44:09.138790+00:00,user-073,PutBucketAcl,s3.amazonaws.com,us-west-2,us-west-2,3.91.207.212,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-28T20:44:09.138790+00:00 s3.amazonaws.com PutBucketAcl by user-073 in us-west-2; MFA=False; Bucket ACL set to public-read,-0.34851296040001745,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-27T21:24:08.138790+00:00,user-012,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,172.16.71.123,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-27T21:24:08.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-012 in ap-south-1; MFA=True; Security group updated with restricted source CIDR,-0.33718595313811184,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-31T09:20:36.138790+00:00,user-001,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,172.16.228.193,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-31T09:20:36.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-001 in eu-west-1; MFA=True; S3 public access block enabled,-0.34812497672700277,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-03-29T21:48:08.138790+00:00,user-039,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,192.168.120.16,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-29T21:48:08.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-039 in us-east-1; MFA=True; Security group updated with restricted source CIDR,-0.3422690221726153,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-31T15:42:20.138790+00:00,user-040,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,3.91.159.177,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-31T15:42:20.138790+00:00 kms.amazonaws.com DisableKey by user-040 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.34094163055081933,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-29T09:26:42.138790+00:00,user-048,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,172.16.244.40,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-29T09:26:42.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-048 in us-west-2; MFA=True; Security group updated with restricted source CIDR,-0.3356258533279457,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-02T06:10:58.138790+00:00,user-054,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,172.16.126.175,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-04-02T06:10:58.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-054 in ap-south-1; MFA=True; Security group updated with restricted source CIDR,-0.34021728250688,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-02T03:27:39.138790+00:00,user-068,CreateBucket,s3.amazonaws.com,ap-south-1,ap-south-1,192.168.39.235,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-04-02T03:27:39.138790+00:00 s3.amazonaws.com CreateBucket by user-068 in ap-south-1; MFA=False; Public S3 bucket created,-0.34975730406383787,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-04-02T16:25:51.138790+00:00,user-071,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,3.91.76.43,True,IAM User,User logged in with MFA,Compliant,2026-04-02T16:25:51.138790+00:00 signin.amazonaws.com ConsoleLogin by user-071 in us-west-2; MFA=True; User logged in with MFA,-0.3418860085335547,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-01T16:00:03.138790+00:00,user-015,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,10.0.228.208,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-04-01T16:00:03.138790+00:00 kms.amazonaws.com DisableKey by user-015 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.3387850376471157,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-01T06:40:17.138790+00:00,user-066,PutBucketPublicAccessBlock,s3.amazonaws.com,ap-south-1,ap-south-1,3.91.29.144,True,S3 Bucket,S3 public access block enabled,Compliant,2026-04-01T06:40:17.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-066 in ap-south-1; MFA=True; S3 public access block enabled,-0.3348726569759974,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-03-29T19:44:07.138790+00:00,user-003,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,10.0.111.149,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-29T19:44:07.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-003 in ap-south-1; MFA=True; Security group updated with restricted source CIDR,-0.3413693016882402,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-02T07:14:41.138790+00:00,user-045,DisableKey,kms.amazonaws.com,us-east-1,us-east-1,10.0.35.253,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-04-02T07:14:41.138790+00:00 kms.amazonaws.com DisableKey by user-045 in us-east-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.33894263757635507,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-28T22:02:34.138790+00:00,user-037,CreateBucket,s3.amazonaws.com,ap-south-1,ap-south-1,172.16.215.96,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-03-28T22:02:34.138790+00:00 s3.amazonaws.com CreateBucket by user-037 in ap-south-1; MFA=False; Public S3 bucket created,-0.35101164360516246,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-31T07:02:02.138790+00:00,user-058,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,10.0.68.168,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-31T07:02:02.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-058 in ap-south-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22,-0.3459757458027918,Normal,MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-04-02T03:39:21.138790+00:00,user-023,CreateBucket,s3.amazonaws.com,ap-south-1,ap-south-1,172.16.114.214,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-04-02T03:39:21.138790+00:00 s3.amazonaws.com CreateBucket by user-023 in ap-south-1; MFA=False; Public S3 bucket created,-0.35433730091954563,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-04-02T08:12:02.138790+00:00,user-039,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,54.240.194.211,True,IAM User,User logged in with MFA,Compliant,2026-04-02T08:12:02.138790+00:00 signin.amazonaws.com ConsoleLogin by user-039 in ap-south-1; MFA=True; User logged in with MFA,-0.34495736723789827,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-30T01:54:29.138790+00:00,user-045,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,172.16.57.9,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-30T01:54:29.138790+00:00 kms.amazonaws.com DisableKey by user-045 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.3375695833501119,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-29T05:38:42.138790+00:00,user-003,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,10.0.51.153,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-29T05:38:42.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-003 in us-west-2; MFA=False; Security group opened to 0.0.0.0/0 on port 22,-0.36079256683146493,Normal,MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-31T14:47:15.138790+00:00,user-032,ConsoleLogin,signin.amazonaws.com,us-east-1,us-east-1,54.240.119.139,True,IAM User,User logged in with MFA,Compliant,2026-03-31T14:47:15.138790+00:00 signin.amazonaws.com ConsoleLogin by user-032 in us-east-1; MFA=True; User logged in with MFA,-0.3490110496450725,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-29T13:49:26.138790+00:00,user-018,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,3.91.163.148,True,IAM User,User logged in with MFA,Compliant,2026-03-29T13:49:26.138790+00:00 signin.amazonaws.com ConsoleLogin by user-018 in eu-west-1; MFA=True; User logged in with MFA,-0.33931132808504105,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-28T11:20:49.138790+00:00,user-031,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,3.91.113.106,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-28T11:20:49.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-031 in eu-west-1; MFA=True; Security group updated with restricted source CIDR,-0.34465422805415746,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-31T22:03:02.138790+00:00,user-072,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,3.91.253.13,True,IAM User,User logged in with MFA,Compliant,2026-03-31T22:03:02.138790+00:00 signin.amazonaws.com ConsoleLogin by user-072 in us-west-2; MFA=True; User logged in with MFA,-0.34718474849361897,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
