EventTime,UserID,EventName,EventSource,AWSRegion,Region,SourceIPAddress,MFA_Used,Resource,EventDetail,ComplianceLabel,RawLog
2026-03-29T10:38:03.138790+00:00,user-036,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,172.16.52.174,True,IAM User,User logged in with MFA,Compliant,2026-03-29T10:38:03.138790+00:00 signin.amazonaws.com ConsoleLogin by user-036 in us-west-2; MFA=True; User logged in with MFA
2026-03-27T08:56:34.138790+00:00,user-073,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,172.16.80.194,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-27T08:56:34.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-073 in us-east-1; MFA=True; Security group updated with restricted source CIDR
2026-03-31T21:07:21.138790+00:00,user-035,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,54.240.226.107,True,IAM User,User logged in with MFA,Compliant,2026-03-31T21:07:21.138790+00:00 signin.amazonaws.com ConsoleLogin by user-035 in ap-south-1; MFA=True; User logged in with MFA
2026-03-28T01:55:06.138790+00:00,user-045,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,192.168.249.135,True,IAM User,User logged in with MFA,Compliant,2026-03-28T01:55:06.138790+00:00 signin.amazonaws.com ConsoleLogin by user-045 in ap-south-1; MFA=True; User logged in with MFA
2026-03-27T09:34:33.138790+00:00,user-029,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,10.0.104.78,True,IAM User,User logged in with MFA,Compliant,2026-03-27T09:34:33.138790+00:00 signin.amazonaws.com ConsoleLogin by user-029 in ap-south-1; MFA=True; User logged in with MFA
2026-03-30T17:11:31.138790+00:00,root,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,10.0.3.128,False,Root Account,Root login without MFA,Non-Compliant,2026-03-30T17:11:31.138790+00:00 signin.amazonaws.com ConsoleLogin by root in eu-west-1; MFA=False; Root login without MFA
2026-04-02T04:44:43.138790+00:00,root,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,172.16.181.19,False,Root Account,Root login without MFA,Non-Compliant,2026-04-02T04:44:43.138790+00:00 signin.amazonaws.com ConsoleLogin by root in ap-south-1; MFA=False; Root login without MFA
2026-04-01T07:31:57.138790+00:00,user-056,ConsoleLogin,signin.amazonaws.com,us-east-1,us-east-1,10.0.160.148,True,IAM User,User logged in with MFA,Compliant,2026-04-01T07:31:57.138790+00:00 signin.amazonaws.com ConsoleLogin by user-056 in us-east-1; MFA=True; User logged in with MFA
2026-03-28T03:09:58.138790+00:00,user-054,DisableKey,kms.amazonaws.com,eu-west-1,eu-west-1,54.240.10.248,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-28T03:09:58.138790+00:00 kms.amazonaws.com DisableKey by user-054 in eu-west-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-04-01T00:49:15.138790+00:00,user-047,DisableKey,kms.amazonaws.com,us-east-1,us-east-1,10.0.124.112,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-04-01T00:49:15.138790+00:00 kms.amazonaws.com DisableKey by user-047 in us-east-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-30T20:30:35.138790+00:00,user-051,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,172.16.170.200,True,IAM User,User logged in with MFA,Compliant,2026-03-30T20:30:35.138790+00:00 signin.amazonaws.com ConsoleLogin by user-051 in eu-west-1; MFA=True; User logged in with MFA
2026-03-30T23:22:56.138790+00:00,user-068,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,192.168.75.61,True,IAM User,User logged in with MFA,Compliant,2026-03-30T23:22:56.138790+00:00 signin.amazonaws.com ConsoleLogin by user-068 in us-west-2; MFA=True; User logged in with MFA
2026-03-28T14:08:45.138790+00:00,user-026,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,10.0.90.244,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-28T14:08:45.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-026 in us-west-2; MFA=True; Security group updated with restricted source CIDR
2026-04-02T14:02:22.138790+00:00,user-060,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,3.91.165.222,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-04-02T14:02:22.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-060 in ap-south-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-27T13:30:33.138790+00:00,user-020,PutBucketAcl,s3.amazonaws.com,ap-south-1,ap-south-1,54.240.226.162,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-27T13:30:33.138790+00:00 s3.amazonaws.com PutBucketAcl by user-020 in ap-south-1; MFA=False; Bucket ACL set to public-read
2026-04-01T21:23:31.138790+00:00,user-008,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,10.0.158.119,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-04-01T21:23:31.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-008 in eu-west-1; MFA=True; Security group updated with restricted source CIDR
2026-03-27T15:58:08.138790+00:00,user-048,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,10.0.196.119,True,IAM User,User logged in with MFA,Compliant,2026-03-27T15:58:08.138790+00:00 signin.amazonaws.com ConsoleLogin by user-048 in eu-west-1; MFA=True; User logged in with MFA
2026-03-30T15:16:15.138790+00:00,user-058,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,3.91.243.129,True,IAM User,User logged in with MFA,Compliant,2026-03-30T15:16:15.138790+00:00 signin.amazonaws.com ConsoleLogin by user-058 in us-west-2; MFA=True; User logged in with MFA
2026-03-30T21:39:10.138790+00:00,user-058,ConsoleLogin,signin.amazonaws.com,us-east-1,us-east-1,10.0.88.11,True,IAM User,User logged in with MFA,Compliant,2026-03-30T21:39:10.138790+00:00 signin.amazonaws.com ConsoleLogin by user-058 in us-east-1; MFA=True; User logged in with MFA
2026-03-31T03:36:44.138790+00:00,user-057,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,192.168.144.100,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-31T03:36:44.138790+00:00 kms.amazonaws.com DisableKey by user-057 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-27T12:49:03.138790+00:00,user-007,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,192.168.48.143,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-27T12:49:03.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-007 in eu-west-1; MFA=True; Security group updated with restricted source CIDR
2026-03-30T18:43:05.138790+00:00,user-033,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,10.0.72.235,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-30T18:43:05.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-033 in us-west-2; MFA=True; Security group updated with restricted source CIDR
2026-03-30T11:47:30.138790+00:00,user-017,DisableKey,kms.amazonaws.com,us-east-1,us-east-1,3.91.192.165,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-30T11:47:30.138790+00:00 kms.amazonaws.com DisableKey by user-017 in us-east-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-31T20:56:43.138790+00:00,root,ConsoleLogin,signin.amazonaws.com,us-east-1,us-east-1,3.91.185.5,False,Root Account,Root login without MFA,Non-Compliant,2026-03-31T20:56:43.138790+00:00 signin.amazonaws.com ConsoleLogin by root in us-east-1; MFA=False; Root login without MFA
2026-04-01T15:15:22.138790+00:00,user-028,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,172.16.115.36,True,S3 Bucket,S3 public access block enabled,Compliant,2026-04-01T15:15:22.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-028 in eu-west-1; MFA=True; S3 public access block enabled
2026-03-30T19:42:33.138790+00:00,user-013,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,3.91.67.153,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-30T19:42:33.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-013 in us-east-1; MFA=True; Security group updated with restricted source CIDR
2026-04-01T01:06:03.138790+00:00,user-024,PutBucketPublicAccessBlock,s3.amazonaws.com,us-west-2,us-west-2,10.0.210.94,True,S3 Bucket,S3 public access block enabled,Compliant,2026-04-01T01:06:03.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-024 in us-west-2; MFA=True; S3 public access block enabled
2026-04-01T04:22:45.138790+00:00,user-057,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,172.16.122.80,True,S3 Bucket,S3 public access block enabled,Compliant,2026-04-01T04:22:45.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-057 in eu-west-1; MFA=True; S3 public access block enabled
2026-04-02T15:45:58.138790+00:00,user-025,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,54.240.236.197,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-04-02T15:45:58.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-025 in eu-west-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-28T16:49:20.138790+00:00,user-065,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,172.16.70.224,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-28T16:49:20.138790+00:00 kms.amazonaws.com DisableKey by user-065 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-04-01T23:53:20.138790+00:00,user-048,DisableKey,kms.amazonaws.com,us-east-1,us-east-1,10.0.145.22,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-04-01T23:53:20.138790+00:00 kms.amazonaws.com DisableKey by user-048 in us-east-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-04-01T01:02:33.138790+00:00,user-058,PutBucketAcl,s3.amazonaws.com,us-west-2,us-west-2,10.0.113.210,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-04-01T01:02:33.138790+00:00 s3.amazonaws.com PutBucketAcl by user-058 in us-west-2; MFA=False; Bucket ACL set to public-read
2026-03-27T09:07:53.138790+00:00,user-004,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,54.240.191.61,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-27T09:07:53.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-004 in ap-south-1; MFA=True; Security group updated with restricted source CIDR
2026-03-27T01:49:46.138790+00:00,user-048,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,192.168.50.215,True,IAM User,User logged in with MFA,Compliant,2026-03-27T01:49:46.138790+00:00 signin.amazonaws.com ConsoleLogin by user-048 in us-west-2; MFA=True; User logged in with MFA
2026-03-27T04:46:33.138790+00:00,user-019,PutBucketAcl,s3.amazonaws.com,us-west-2,us-west-2,192.168.241.179,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-27T04:46:33.138790+00:00 s3.amazonaws.com PutBucketAcl by user-019 in us-west-2; MFA=False; Bucket ACL set to public-read
2026-03-27T16:41:44.138790+00:00,user-058,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,10.0.131.56,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-27T16:41:44.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-058 in us-east-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-28T02:00:17.138790+00:00,user-068,CreateAccessKey,iam.amazonaws.com,ap-south-1,ap-south-1,192.168.121.78,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-03-28T02:00:17.138790+00:00 iam.amazonaws.com CreateAccessKey by user-068 in ap-south-1; MFA=False; Long-lived IAM access key created without approval
2026-03-27T11:54:48.138790+00:00,user-054,PutBucketPublicAccessBlock,s3.amazonaws.com,ap-south-1,ap-south-1,10.0.255.153,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-27T11:54:48.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-054 in ap-south-1; MFA=True; S3 public access block enabled
2026-03-31T22:38:39.138790+00:00,user-019,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,10.0.180.62,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-31T22:38:39.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-019 in eu-west-1; MFA=True; S3 public access block enabled
2026-03-27T13:19:56.138790+00:00,user-011,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,3.91.10.100,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-27T13:19:56.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-011 in eu-west-1; MFA=True; S3 public access block enabled
2026-03-29T19:30:01.138790+00:00,user-050,CreateBucket,s3.amazonaws.com,eu-west-1,eu-west-1,10.0.182.202,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-03-29T19:30:01.138790+00:00 s3.amazonaws.com CreateBucket by user-050 in eu-west-1; MFA=False; Public S3 bucket created
2026-03-28T08:28:40.138790+00:00,user-014,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,10.0.180.140,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-28T08:28:40.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-014 in eu-west-1; MFA=True; S3 public access block enabled
2026-03-28T22:42:42.138790+00:00,user-060,PutBucketPublicAccessBlock,s3.amazonaws.com,ap-south-1,ap-south-1,172.16.32.184,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-28T22:42:42.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-060 in ap-south-1; MFA=True; S3 public access block enabled
2026-03-29T04:20:13.138790+00:00,user-005,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,10.0.102.227,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-29T04:20:13.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-005 in eu-west-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-04-02T07:47:18.138790+00:00,user-066,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,54.240.129.10,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-04-02T07:47:18.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-066 in ap-south-1; MFA=True; Security group updated with restricted source CIDR
2026-03-27T07:32:36.138790+00:00,root,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,192.168.139.32,False,Root Account,Root login without MFA,Non-Compliant,2026-03-27T07:32:36.138790+00:00 signin.amazonaws.com ConsoleLogin by root in eu-west-1; MFA=False; Root login without MFA
2026-03-31T10:14:16.138790+00:00,user-052,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,192.168.95.128,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-31T10:14:16.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-052 in ap-south-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-27T17:40:54.138790+00:00,user-067,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,54.240.40.111,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-27T17:40:54.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-067 in eu-west-1; MFA=True; Security group updated with restricted source CIDR
2026-03-30T15:10:44.138790+00:00,user-070,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,10.0.40.84,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-30T15:10:44.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-070 in eu-west-1; MFA=True; S3 public access block enabled
2026-03-28T18:09:29.138790+00:00,user-058,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,54.240.179.115,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-28T18:09:29.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-058 in ap-south-1; MFA=True; Security group updated with restricted source CIDR
2026-03-27T10:19:34.138790+00:00,user-056,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,10.0.207.94,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-27T10:19:34.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-056 in eu-west-1; MFA=True; Security group updated with restricted source CIDR
2026-04-01T01:14:47.138790+00:00,user-004,PutBucketPublicAccessBlock,s3.amazonaws.com,us-west-2,us-west-2,10.0.64.18,True,S3 Bucket,S3 public access block enabled,Compliant,2026-04-01T01:14:47.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-004 in us-west-2; MFA=True; S3 public access block enabled
2026-04-02T14:50:29.138790+00:00,user-047,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,10.0.78.174,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-04-02T14:50:29.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-047 in ap-south-1; MFA=True; Security group updated with restricted source CIDR
2026-03-27T16:00:50.138790+00:00,user-048,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,3.91.70.136,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-27T16:00:50.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-048 in ap-south-1; MFA=True; Security group updated with restricted source CIDR
2026-03-28T02:39:49.138790+00:00,user-036,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,10.0.95.128,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-28T02:39:49.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-036 in us-west-2; MFA=True; Security group updated with restricted source CIDR
2026-04-01T03:36:21.138790+00:00,user-034,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,172.16.146.178,True,IAM User,User logged in with MFA,Compliant,2026-04-01T03:36:21.138790+00:00 signin.amazonaws.com ConsoleLogin by user-034 in eu-west-1; MFA=True; User logged in with MFA
2026-03-28T09:09:11.138790+00:00,user-026,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,10.0.231.45,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-28T09:09:11.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-026 in us-east-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-30T22:48:51.138790+00:00,user-012,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,10.0.148.229,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-30T22:48:51.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-012 in eu-west-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-04-01T21:48:19.138790+00:00,user-023,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,172.16.62.253,True,S3 Bucket,S3 public access block enabled,Compliant,2026-04-01T21:48:19.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-023 in eu-west-1; MFA=True; S3 public access block enabled
2026-03-27T01:16:30.138790+00:00,user-031,PutBucketPublicAccessBlock,s3.amazonaws.com,ap-south-1,ap-south-1,192.168.188.120,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-27T01:16:30.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-031 in ap-south-1; MFA=True; S3 public access block enabled
2026-03-27T12:46:11.138790+00:00,user-017,CreateAccessKey,iam.amazonaws.com,us-east-1,us-east-1,192.168.203.184,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-03-27T12:46:11.138790+00:00 iam.amazonaws.com CreateAccessKey by user-017 in us-east-1; MFA=False; Long-lived IAM access key created without approval
2026-04-02T17:04:16.138790+00:00,user-053,CreateAccessKey,iam.amazonaws.com,ap-south-1,ap-south-1,10.0.64.249,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-04-02T17:04:16.138790+00:00 iam.amazonaws.com CreateAccessKey by user-053 in ap-south-1; MFA=False; Long-lived IAM access key created without approval
2026-04-02T00:18:41.138790+00:00,user-058,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,192.168.65.225,True,IAM User,User logged in with MFA,Compliant,2026-04-02T00:18:41.138790+00:00 signin.amazonaws.com ConsoleLogin by user-058 in ap-south-1; MFA=True; User logged in with MFA
2026-03-31T23:37:43.138790+00:00,user-024,CreateAccessKey,iam.amazonaws.com,us-west-2,us-west-2,3.91.28.213,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-03-31T23:37:43.138790+00:00 iam.amazonaws.com CreateAccessKey by user-024 in us-west-2; MFA=False; Long-lived IAM access key created without approval
2026-03-28T16:47:44.138790+00:00,user-039,PutBucketPublicAccessBlock,s3.amazonaws.com,us-west-2,us-west-2,192.168.115.89,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-28T16:47:44.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-039 in us-west-2; MFA=True; S3 public access block enabled
2026-03-29T18:36:48.138790+00:00,user-037,CreateAccessKey,iam.amazonaws.com,us-east-1,us-east-1,172.16.140.33,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-03-29T18:36:48.138790+00:00 iam.amazonaws.com CreateAccessKey by user-037 in us-east-1; MFA=False; Long-lived IAM access key created without approval
2026-03-28T14:31:54.138790+00:00,user-065,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,172.16.172.216,True,IAM User,User logged in with MFA,Compliant,2026-03-28T14:31:54.138790+00:00 signin.amazonaws.com ConsoleLogin by user-065 in us-west-2; MFA=True; User logged in with MFA
2026-03-27T06:51:40.138790+00:00,user-004,CreateBucket,s3.amazonaws.com,us-east-1,us-east-1,3.91.135.167,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-03-27T06:51:40.138790+00:00 s3.amazonaws.com CreateBucket by user-004 in us-east-1; MFA=False; Public S3 bucket created
2026-04-02T08:31:49.138790+00:00,user-004,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,192.168.154.124,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-04-02T08:31:49.138790+00:00 kms.amazonaws.com DisableKey by user-004 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-27T14:52:27.138790+00:00,user-039,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,10.0.80.113,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-27T14:52:27.138790+00:00 kms.amazonaws.com DisableKey by user-039 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-28T11:27:57.138790+00:00,user-027,DisableKey,kms.amazonaws.com,eu-west-1,eu-west-1,192.168.163.188,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-28T11:27:57.138790+00:00 kms.amazonaws.com DisableKey by user-027 in eu-west-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-31T05:32:49.138790+00:00,user-052,PutBucketAcl,s3.amazonaws.com,us-west-2,us-west-2,3.91.54.82,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-31T05:32:49.138790+00:00 s3.amazonaws.com PutBucketAcl by user-052 in us-west-2; MFA=False; Bucket ACL set to public-read
2026-03-29T17:49:51.138790+00:00,user-035,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,172.16.49.13,True,IAM User,User logged in with MFA,Compliant,2026-03-29T17:49:51.138790+00:00 signin.amazonaws.com ConsoleLogin by user-035 in ap-south-1; MFA=True; User logged in with MFA
2026-03-28T16:08:07.138790+00:00,user-054,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,192.168.160.49,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-28T16:08:07.138790+00:00 kms.amazonaws.com DisableKey by user-054 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-04-01T18:53:37.138790+00:00,user-066,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,192.168.254.6,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-04-01T18:53:37.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-066 in ap-south-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-29T15:44:12.138790+00:00,user-065,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,172.16.180.13,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-29T15:44:12.138790+00:00 kms.amazonaws.com DisableKey by user-065 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-04-02T05:56:31.138790+00:00,user-061,DisableKey,kms.amazonaws.com,eu-west-1,eu-west-1,10.0.55.111,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-04-02T05:56:31.138790+00:00 kms.amazonaws.com DisableKey by user-061 in eu-west-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-31T04:12:23.138790+00:00,user-047,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,10.0.205.14,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-31T04:12:23.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-047 in ap-south-1; MFA=True; Security group updated with restricted source CIDR
2026-03-27T15:02:13.138790+00:00,user-047,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,54.240.230.196,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-27T15:02:13.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-047 in eu-west-1; MFA=True; S3 public access block enabled
2026-03-31T12:21:07.138790+00:00,user-017,ConsoleLogin,signin.amazonaws.com,us-east-1,us-east-1,192.168.173.143,True,IAM User,User logged in with MFA,Compliant,2026-03-31T12:21:07.138790+00:00 signin.amazonaws.com ConsoleLogin by user-017 in us-east-1; MFA=True; User logged in with MFA
2026-04-01T19:16:39.138790+00:00,root,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,10.0.23.10,False,Root Account,Root login without MFA,Non-Compliant,2026-04-01T19:16:39.138790+00:00 signin.amazonaws.com ConsoleLogin by root in ap-south-1; MFA=False; Root login without MFA
2026-03-28T13:00:05.138790+00:00,user-061,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,3.91.71.84,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-28T13:00:05.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-061 in ap-south-1; MFA=True; Security group updated with restricted source CIDR
